VALUE,COUNT,MICHI,US_200BPS,US_200EVT,US_200SCLASS,BPS_CODE,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL,DESCRIPTIO
1075,1,0,1623,7243,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C,Succession Class C
1076,8,0,1623,7240,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
1077,4,0,1639,7301,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B,Succession Class B
1078,1,0,1621,7200,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1079,11,0,1614,7198,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Herb and Grass Cover,Grassland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1080,1,0,1637,9611,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1081,33,0,1624,9088,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D,Succession Class D
1082,2,0,1620,7407,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Pine Barrens,Conifer,B,Succession Class B
1083,24,0,1624,7239,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C,Succession Class C
1084,5,0,1621,7240,2,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,B,Succession Class B
1085,29,0,1624,7243,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D,Succession Class D
1086,32,0,1624,7974,180,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture,Agriculture
1087,303,0,1640,7301,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1088,1,0,1636,9111,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1089,17,0,1624,7954,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1090,1,0,1636,9111,2,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,B,Succession Class B
1091,2,0,1636,9111,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C,Succession Class C
1092,1,0,1633,7193,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,C,Succession Class C
1093,1,0,1621,9295,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1094,2,0,1614,7302,1,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A,Succession Class A
1095,125,0,1624,7933,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
1096,61,0,1637,7953,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1097,2,0,1614,9111,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Woodland,Conifer,B,Succession Class B
1098,2,0,1637,7243,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C,Succession Class C
1099,8,0,1637,7366,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1100,15,0,1628,7302,5,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E,Succession Class E
1101,1,0,1624,9111,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C,Succession Class C
1102,2,0,1628,7239,4,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D,Succession Class D
1103,2,0,1621,7242,2,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Oak Barrens,Hardwood,B,Succession Class B
1104,1,0,1628,7239,5,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,E,Succession Class E
1105,1,0,1628,9112,4,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D,Succession Class D
1106,10,0,1614,7366,1,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,A,Succession Class A
1107,2,0,1628,7191,1,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Recently Logged-Herb and Grass Cover,Grassland,A,Succession Class A
1108,13,0,1624,7953,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1109,2,0,1623,7366,2,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B,Succession Class B
1110,5,0,1614,9112,1,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,A,Succession Class A
1111,176,0,1621,7295,132,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
1112,7,0,1624,9295,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,D,Succession Class D
1113,2,0,1614,7200,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Tree Cover,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1114,1,0,1615,9295,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,B,Succession Class B
1115,1,0,1614,7199,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Shrub Cover,Shrubland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1116,4,0,1628,7301,5,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,E,Succession Class E
1117,3,0,1628,7302,4,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D,Succession Class D
1118,1,0,1628,9112,5,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,E,Succession Class E
1119,1,0,1628,7362,4,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,D,Succession Class D
1120,8,0,1629,7977,180,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
1121,6,0,1616,7302,2,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B,Succession Class B
1122,196,0,1616,9315,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE,Uncharacteristic Exotic Vegetation
1123,6,0,1616,9317,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
1124,2,0,1639,7239,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,B,Succession Class B
1125,1,0,1624,7199,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Disturbed Other-Shrub Cover,Shrubland,A,Succession Class A
1126,1,0,1623,7199,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Disturbed Other-Shrub Cover,Shrubland,A,Succession Class A
1127,1,0,1637,7362,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1128,2,0,1629,9315,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE,Uncharacteristic Exotic Vegetation
1129,418,0,1616,7977,180,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
1130,24,0,1616,7240,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1131,3,0,1623,9315,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE,Uncharacteristic Exotic Vegetation
1132,13,0,1616,9112,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1133,2,0,1614,9318,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE,Uncharacteristic Exotic Vegetation
1134,24,0,1637,9315,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE,Uncharacteristic Exotic Vegetation
1135,3,0,1616,7975,180,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
1136,19,0,1639,7977,180,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
1137,2,0,1616,7976,180,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1138,4,0,1623,9314,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,UE,Uncharacteristic Exotic Vegetation
1139,2,0,1616,9314,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,UE,Uncharacteristic Exotic Vegetation
1140,2,0,1614,7953,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1141,16442,0,1640,7295,132,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
1142,5,0,1614,7242,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,B,Succession Class B
1143,417,0,1637,7295,132,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
1144,37,0,1616,9312,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
1145,9,0,1616,7241,2,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B,Succession Class B
1146,1240,0,1624,7295,132,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
1147,1,0,1616,7362,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,E,Succession Class E
1148,13,0,1616,7238,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1149,17,0,1616,7239,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1150,1,0,1615,7953,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1151,6,0,1616,7362,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1152,1,0,1641,9312,7,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
1153,2,0,1621,7193,2,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Recently Logged-Tree Cover,Conifer,B,Succession Class B
1154,18,0,1624,7240,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
1155,3,0,1616,7366,2,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B,Succession Class B
1156,7,0,1614,7954,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1157,3,0,1616,7240,2,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,B,Succession Class B
1158,2,0,1616,9089,2,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B,Succession Class B
1159,2,0,1628,7366,5,14071,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,E,Succession Class E
1160,1,0,1623,7200,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,D,Succession Class D
1161,11,0,1624,9114,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,A,Succession Class A
1162,1099,0,1640,7366,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1163,1,0,1616,7934,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
1164,7,0,1637,7200,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Tree Cover,Conifer,D,Succession Class D
1165,4,0,1616,7930,7,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1166,1,0,1615,7954,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1167,5,0,1639,9318,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE,Uncharacteristic Exotic Vegetation
1168,1,0,1641,9317,7,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
1169,181,0,1640,7362,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1170,2,0,1623,7976,180,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1171,2216,0,1614,7295,132,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
1172,1,0,1641,9817,7,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE,Uncharacteristic Exotic Vegetation
1173,5,0,1624,7978,180,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
1174,63,0,1624,7301,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C,Succession Class C
1175,53,0,1640,7975,180,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
1176,9,0,1640,7241,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1177,4,0,1637,7978,180,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
1178,6,0,1640,7239,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1179,14,0,1640,7240,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1180,1,0,1633,9620,1,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,A,Succession Class A
